Name	AppID	Genre	Tags	Votes_total	Positive_rating	Played_time (h)	Time_to_finish (h)	Time_to_complete (h)	Achievements	Percentage_achievements	First_achievement	Last_achievement	Last_game	Developer	Publisher	Release_date	Removed_game	Minimum_requirements	Recommended_requirements
Serious Sam Classic: The First Encounter	41050	Action, Indie	Action, FPS, Classic, Shooter, Indie, Co-op, Comedy, Multiplayer, Singleplayer, Local Co-Op, Gore, First-Person, Sci-fi, Great Soundtrack, Split Screen, Difficult, Adventure, Funny, Old School, Atmospheric	2718	96	0	6	12	NA	NA	NA	NA	NA	Croteam	Devolver Digital	30-Aug-2019	NA	Minimum OS: Windows 95 OSR2, Windows 98, Windows 98SE, Windows ME, Windows NT 4.0 (with Service Pack 5), Windows 2000, Windows XP, Windows Vista or Windows 7 operating system Processor: AMD K6-3 400MHz, Pentium II or Celeron-A 300MHz Memory: 64MB Graphics: full OpenGL compliant 3D accelerator Hard Drive: 600MB free hard disk space Sound: 100% Windows compatible sound card  Recommended Processor: AMD Athlon 650MHz or Pentium III 650MHz range processor Memory: 128MB Graphics: nVidia GeForce256 or TNT2 ultra, PowerVR Kyro, S3 Savage2000, 3Dfx Voodoo3, ATI Rage128 pro Hard Drive: 700MB free hard disk space Sound: Creative Labs SoundBlaster Live	NA
Serious Sam Classic: The Second Encounter	41060	Action, Indie	Action, FPS, Classic, Shooter, Co-op, Indie, First-Person, Gore, Multiplayer, Old School, Comedy, Singleplayer, Great Soundtrack, Split Screen, Sci-fi, Local Co-Op, Adventure, Funny, Difficult, Aliens	1619	96.2	0	8	14	NA	NA	NA	NA	NA	Croteam	Devolver Digital	30-Aug-2019	NA	Minimum OS: Windows 95 OSR2, Windows 98, Windows 98SE, Windows ME, Windows NT 4.0 (with Service Pack 5), Windows 2000, Windows XP, Windows Vista or Windows 7 operating system Processor: AMD K6-3 400MHz, Pentium II or Celeron-A 300MHz Memory: 64MB Graphics: full OpenGL compliant 3D accelerator Hard Drive: 450MB free hard disk space Sound: 100% Windows compatible sound card  Recommended Processor: AMD Athlon 650MHz or Pentium III 650MHz range processor Memory: 128MB Graphics: nVidia GeForce256 or TNT2 ultra, PowerVR Kyro, S3 Savage2000, 3Dfx Voodoo3, ATI Rage128 pro Hard Drive: 550MB free hard disk space Sound: Creative Labs SoundBlaster Live	NA
Serious Sam Double D XXL	111600	Action, Indie	Action, Indie, Platformer, Shooter, 2D, Comedy, Gore, Local Co-Op, Side Scroller	780	83.1	0	3	11	30	0	NA	NA	NA	Mommy's Best Games, Croteam	Devolver Digital	30-Aug-2011	NA	OS: XP, Vista, 7 Processor: 2.0 GHz or faster (Dual-core recommended) Memory: 1GB Hard Disk Space: 500MB  Video Card: 128 MB Card, supports Shader Model 2.0 DirectX®: 9.0c Sound: DirectX 9.0c Compatible sound card Additional: Microsoft Xbox 360 Controller or XInput controller	NA
Serious Sam: The Random Encounter	201480	Action, Indie, RPG	Action, Indie, RPG, Turn-Based, 2D, Singleplayer, Pixel Graphics, Comedy, JRPG, Funny	756	49.2	0	2	2	NA	NA	NA	NA	NA	Vlambeer, Croteam	Devolver Digital	24-Oct-2011	NA	OS: Windows XP, Vista, 7 [Not Windows 10] Processor: 2.0Ghz or faster processor Memory: 1GB RAM Hard Disk Space: 100MB free space Video Card: 256MB Video Memory or higher, DirectX 8 or later DirectX®: 8.0 or later	NA
Serious Sam 2	204340	Action, Indie	Action, FPS, Co-op, Comedy, Multiplayer, Shooter, First-Person, Gore, Funny, Singleplayer, Classic, Adventure, Indie, Sci-fi, Online Co-Op, Colorful, Great Soundtrack, Atmospheric, Open World, Difficult	10955	89.8	0	10	14	NA	NA	NA	NA	NA	Croteam	Devolver Digital	31-Jan-2012	NA	OS:Windows XP Processor:1.5 GHz Athlon XP or Pentium M or 2 Ghz Pentium 4 Memory:256 MB RAM Graphics:DirectX 8.0\/8.1 compliant or low-end DirectX 9 3D accelerator  (nVidia GeForce3 and 4 series (not MX), GeForceFX 5200 through 5700 series, ATI Radeon 8500 through 9200 and X300 series, S3 DeltaChrome or XGI Volari)  DirectX®:8.0 Hard Drive:3 GB HD space Sound:Any DirectSound compatible sound board   	OS:Windows XP Processor:2 GHz Athlon64, or 3 GHz Pentium 4  Memory:1 GB RAM Graphics:DirectX 9.0 high-end 3D accelerator  (nVidia GeForce6 6800 and 7800 series, ATI Radeon X800 and X850 series) DirectX®:9.0 Hard Drive:3 GB HD space Sound:: DirectSound3D with EAX 2.0+ sound board  (Creative SoundBlaster Audigy series, nVidia SoundStorm)  
Serious Sam Classics: Revolution	227780	Action, Indie	Action, FPS, Classic, Shooter, Indie, Co-op, First-Person, Old School, Comedy, Multiplayer, Gore, Sci-fi, Remake, Funny, Early Access, Difficult, Split Screen, Atmospheric, Adventure, Survival	3179	91.2	0	12	41	42	0	NA	NA	NA	Croteam, Alligator Pit	Devolver Digital	30-Aug-2019	NA	OS: Windows XPProcessor: AMD Athlon 650MHz or Pentium III 650MHz range processorMemory: 256 MB RAMGraphics: OpenGL 1.1 compliantStorage: 2 GB available space 	OS: Windows 7Memory: 2 GB RAMGraphics: OpenGL 3.0 compliantNetwork: Broadband Internet connectionStorage: 2 GB available space
Cabela's® Hunting Expeditions	214210	Simulation, Sports	Simulation, Sports, Hunting, America	29	27.6	0	0	7	35	0	NA	NA	NA	Fun Labs	Activision	NA	X	NA	NA
Cabela's® Dangerous Hunts 2013	218860	Action	Action, America, Hunting	97	43.3	0	3	0	43	0	NA	NA	NA	Cauldron	Activision	NA	X	NA	NA
NBA 2K13	219600	Sports	Sports, Basketball, Simulation	466	82.6	0	68	714	NA	NA	NA	NA	NA	Visual Concepts	2K Games	NA	X	NA	NA
Ceville	23460	Action, Adventure, Strategy	Adventure, Point & Click, Strategy, Action, Comedy, Villain Protagonist, Singleplayer, Fantasy, Funny, Casual, Puzzle	179	80.4	0	9	10	NA	NA	NA	NA	NA	Realmforge Studios	Assemble Entertainment	27-Feb-2009	NA	Operating system: Windows® XP &amp; Vista                      Processor: CPU with 1,7GHz                      Memory: 512MB                      Hard disk space: 2GB                       Video: 3D Graphic Card with 256 MB Ram                      DirectX® Version: 9c                     	NA
Tropico 3 - Steam Special Edition	23490	Simulation, Strategy	Simulation, Strategy, City Builder, Management, Politics, Sandbox, Singleplayer, Economy, Satire, Comedy, Funny, Cold War, Great Soundtrack, Political Sim, Atmospheric, Multiplayer, Open World, Classic	1762	88.8	0	25	41	NA	NA	NA	NA	NA	Haemimont Games	Kalypso Media Digital	13-Nov-2009	NA	Operating System: Microsoft® Windows® XP\/Vista\/7                    Processor: CPU with 2.5 GHz                    Memory: 1 GB RAM                    Hard Disk Space: 5 GB Available HDD Space                    Video Card: 128 MB 3D Graphic Card with Shader Model 3.0 support                    Sound Card: 16-bit Sound Card                    DirectX® Version: DirectX® 9.0c                    	NA
Tropico 3: Absolute Power	57600	Simulation, Strategy	Simulation, Strategy, City Builder, Economy, Great Soundtrack, Singleplayer, Comedy, Sandbox, Cold War	277	92.4	0	15	48	NA	NA	NA	NA	NA	Haemimont Games	Kalypso Media Digital	17-May-2010	NA	OS: Windows XP SP 2 \/ Vista \/ Windows 7 Processor: 2.4GHz Single Core Memory: 1 GB Video: DirectX 9.0c compatible, 256 MB (Shader Model 3.0 required) DirectX®: 9.0c Hard Drive: 5 GB Sound: DirectX compatible	NA
Divine Divinity	214170	RPG	RPG, Fantasy, Isometric, Classic, Action RPG, Singleplayer, Open World, Real-Time with Pause, Hack and Slash, Adventure, CRPG, Exploration, 2D, Action, Story Rich, Atmospheric, Great Soundtrack, Female Protagonist, Funny, Cult Classic	3046	88	0	32	72	NA	NA	NA	NA	NA	Larian Studios	Larian Studios	05-Jul-2012	NA	OS: Windows XP                Processor: Pentium IV 1 GHz                Memory: 256 MB RAM                Hard Disk Space: 1.7 GB                                 Video Card: DirectX compatible 3D card                DirectX®: DirectX 9.0c                Sound: DirectX compatible	NA
Beyond Divinity	219760	RPG	RPG, Singleplayer, Isometric, Fantasy, Classic, Action RPG, Hack and Slash, Adventure, Atmospheric, Action, Great Soundtrack, CRPG	602	52.2	0	20	56	NA	NA	NA	NA	NA	Larian Studios	Larian Studios	29-Oct-2012	NA	OS: Windows XP Processor: Pentium 4 1.4 GHz Memory: 256 MB RAM Graphics: DirectX compatible 3D card DirectX®: 9.0c Hard Drive: 2300 MB HD space Sound: DirectX compatible	NA
Divinity II: Developer's Cut	219780	RPG	RPG, Fantasy, Open World, Dragons, Third Person, Action RPG, Singleplayer, Adventure, Action, Magic, Character Customization, Medieval, Atmospheric, Comedy, Great Soundtrack, Female Protagonist, Story Rich, Funny, Difficult, CRPG	4230	84	0	29	61	NA	NA	NA	NA	NA	Larian Studios	Larian Studios, Focus Home Interactive	29-Oct-2012	NA	OS: Windows XP SP3 or higher Processor: Intel Core 2 Duo 1.8Ghz or equivalent Memory: 1 GB RAM Graphics: Nvidia GeForce 7600 with 256MB RAM or equivalent DirectX®: 9.0c Hard Drive: 15 GB HD space Sound: DirectX9.0c compatible Additional: When running Windows Vista or higher, double the required memory 	OS: Windows XP SP3 or higher Processor: Intel Core 2 Duo 2.6Ghz or equivalent Memory: 2 GB RAM Graphics: Nvidia GeForce 8800 with 512MB RAM or equivalent DirectX®: 9.0c Hard Drive: 15 GB HD space Sound: DirectX9.0c compatible Additional: When running Windows Vista or higher, double the required memory
Pid 	218740	Adventure, Indie	Indie, Puzzle-Platformer, Adventure, Platformer, Puzzle, Local Co-Op, Difficult, Singleplayer, Co-op, Great Soundtrack, Atmospheric, 2D, Side Scroller, Stealth, Local Multiplayer	2407	83.7	0	9	22	12	0	NA	NA	NA	Might and Delight	Might and Delight	31-Oct-2012	NA	OS: Windows XP SP2 Processor: 2.6 GHz single core Memory: 1 Gb Hard disk space: 2 Gb  Video Card: DirectX 9.0 compatibility  DirectX®: DirectX9  	OS: Windows 7  Processor: 3.0 GHz dual core  Memory: 2 Gb  Hard disk space: 2 Gb  Video Card: GeForce 8 series, ATI Radeon HD2xxx  DirectX®: DirectX10 
NiGHTS into Dreams...	219950	Adventure	Adventure, Classic, Great Soundtrack, Surreal, Retro, Score Attack, Action, Colorful, Flight, Singleplayer, Platformer, 2.5D, Family Friendly, Remake, Atmospheric, Arcade, Fantasy, Cult Classic, Female Protagonist, 1990's	1569	86.1	0	3	6	13	0	NA	NA	NA	SEGA	SEGA	17-Dec-2012	NA	OS:Windows XP SP3\/Vista\/Win7\/Win 8 Processor:Pentium 4 @ 3.2 GHz\/Athlon 64 3000+ or Equivalent &amp; above Memory:1 GB RAM Graphics:256 MB (NVIDIA GeForce 8600\/AT Radeon HD3650) &amp; above DirectX®:9.0c Hard Drive:4 GB HD space Sound:DirectX Compatible Additional:2GB Memory required on Vista 	OS:Windows 7\/Windows 8 Processor:Intel Core 2 DUO @ 2.4 GHz\/Athlon 64 X2 4200+ &amp; above Memory:2 GB RAM Graphics:512 MB (NVIDIA GeForce GTS250\/ATI Radeon HD 4850) &amp; above DirectX®:11 Hard Drive:4 GB HD space Sound:DirectX Compatible Additional:2GB Memory required on Vista
Two Worlds: Epic Edition	1930	RPG	RPG, Open World, Fantasy, Singleplayer, Third Person, Multiplayer, Adventure, Action, Medieval, Action RPG, Story Rich, Character Customization, Dark Fantasy, Magic, Hack and Slash, Co-op, Exploration, Classic	5239	76	0	22	70	NA	NA	NA	NA	NA	Reality Pump Studios	Topware Interactive	30-Apr-2009	NA	OS: Windows XP \/ Vista \/ 7 \/ 8Processor: Dual Core CPU 2.0 GHz Memory: 1 GB Graphics: GeForce FX 6, 7 and 8 series, AMD\/ATI Radeon X-series with Shader 2.0b supportHard Drive: 6 GB Free SpaceSound: DirectX 9.0c compatibleMisc: Keyboard, Mouse, Broadband Internet Connection  	OS: Windows XP SP2 \/ Vista \/ 7 \/ 8Processor: Intel\/AMD Multicore CPUMemory: 2 GBGraphics: with Per-Pixel-Shader 3.0 supportHard Drive: 7 GB Free SpaceSound: 5.1Misc: Keyboard, Mouse, Broadband Internet Connection 
LEGO® The Lord of the Rings™	214510	Action, Adventure	LEGO, Adventure, Local Co-Op, Action, Fantasy, Comedy, Open World, Family Friendly, Singleplayer, Co-op, Funny, Casual, Controller, Platformer, Split Screen, Local Multiplayer, Multiplayer, Third Person, Puzzle, 3D Vision	11701	90.2	0	10	34	48	0	NA	NA	NA	Traveller's Tales	Warner Bros. Interactive Entertainment	27-Nov-2012	NA	OS: Microsoft® Windows® XP SP3, Vista, or Windows® 7                 Processor: Dual Core CPU @ 2GHz (Pentium D or better)                Memory: 1GB RAM                Hard Disk Space: 8 GB free HDD space                Video Card: NVIDIA® 7600, 7800, 8800 GT or ATI Radeon™ HD 1950 or higher                 Sound: 16-bit Sound Card	NA
Family Guy™: Back to the Multiverse	214230		NA	0	NA	0	6	15	48	0	NA	NA	NA			NA	X	NA	NA
Jagged Alliance 2 - Wildfire 	215930	RPG, Strategy	Strategy, RPG, Turn-Based Tactics, Turn-Based Strategy, Turn-Based, Tactical, Singleplayer, Isometric, Tactical RPG, Classic, Action	1507	77.2	0	27	0	NA	NA	NA	NA	NA	I-deal Games	Topware Interactive	16-Nov-2012	NA	OS:XP \/ Vista \/ 7 \/ 8  Processor:Intel or AMD Singlecore CPU  Memory:512 MB RAM Graphics:3D Graphics card with DirectX support and 64 MB RAM  DirectX®:9.0c Hard Drive:1.5 GB HD space Sound:DirectX 9 compatible Other Requirements:Broadband Internet connection 	OS:XP \/ Vista \/ 7  \/ 8  Processor:Intel or AMD Singlecore CPU  Memory:1 GB RAM Graphics:3D Graphics card with DirectX support and 128 MB RAM DirectX®:9.0c Hard Drive:2 GB HD space Sound:DirectX 9 compatible Other Requirements:Broadband Internet connection
Mata Hari	18480	Adventure	Adventure, Point & Click, Female Protagonist, World War I, Puzzle, Historical, Singleplayer	123	58.5	0	7	11	NA	NA	NA	NA	NA	4Head Studios	Viva Media	29-Jul-2009	NA	OS: Windows XP\/Vista, XP, 2000 Processor: CPU: 1.6 GHZ minimum, 2.0 GHZ recommended Memory: 512 MB minimum, 1 GB recommended Graphics: 128 MB of DirectX compatible graphics card minimum, 256 MB recommended DirectX®: 9.0c Hard Drive: 2 GB	NA
Mass Effect (2007)	17460	Action, RPG	RPG, Sci-fi, Story Rich, Action, Space, Third-Person Shooter, Singleplayer, Choices Matter, Great Soundtrack, Third Person, Character Customization, Shooter, Female Protagonist, Adventure, Romance, Atmospheric, Open World, Action RPG, Real-Time with Pause, Immersive	16123	93.8	0	17	43	NA	NA	NA	NA	NA	BioWare	Electronic Arts	19-Dec-2008	NA	Supported OS: Microsoft Windows® XP with SP2 or Windows Vista*                     Processor: Intel P4 2.4 Ghz or faster \/ AMD 2.0 Ghz                     Memory: 1.0 GB RAM or more (2.0 GB for Vista)                     Graphics: DirectX 9.0c compatible, ATI X1300 XT or greater (ATI X1300, X1300 Pro, X1600 Pro, Radeon 2600  HD, and HD 2400 are below minimum system requirements); NVidia GeForce 6800 or greater (7300, 7600 GS, 8500 are below minimum system requirements)                     Hard Drive: 12.0 GB or more free hard drive space                      Sound: DirectX 9.0c compatible                     DirectX®: 9.0c                    * WINDOWS VISTA OR WINDOWS 7 USERS: Launching “Mass Effect” from Steam requires the setting “Run as Administrator”. If the User Account Control feature of Windows Vista is enabled, launching “Mass Effect” from Steam will result in failure. For users with User Account Control enabled, launch Steam using the “Run as Administrator” option or launch from the windows shortcut.                    INTERNET CONNECTION AND END USER LICENSE AGREEMENT REQUIRED TO PLAY.  MORE INFORMATION IS AVAILABLE AT WWW.EA.COM.	NA
Mass Effect 2 (2010)	24980	RPG	RPG, Sci-fi, Story Rich, Third-Person Shooter, Action, Space, Singleplayer, Great Soundtrack, Choices Matter, Adventure, Cinematic, Romance, Third Person, Character Customization, Shooter, Atmospheric, Female Protagonist, Action RPG, Real-Time with Pause, Classic	15511	94.2	0	24	50	NA	NA	NA	NA	NA	BioWare	Electronic Arts	NA	NA	OS: Windows XP SP3 \/ Windows Vista SP1 \/ Windows 7 Processor: 1.8GHz Intel Core 2 Duo or equivalent AMD CPU Memory: 1 GB RAM for Windows XP \/ 2 GB RAM for Windows Vista and Windows 7 Graphics: 256 MB (with Pixel Shader 3.0 support) DirectX®: DirectX 9.0c August 2008 (included) Hard Drive: 15 GB Sound: DirectX 9.0c compatible Supported Chipsets: NVIDIA GeForce 6800 or greater; ATI Radeon X1600 Pro or greater. Please note that NVIDIA GeForce 7300, 8100, 8200, 8300, 8400, and 9300; ATI Radeon HD3200, and HD4350 are below minimum system requirements. Updates to your video and sound card drivers may be required.  OS: Windows XP SP3 \/ Windows Vista SP1 \/ Windows 7 Processor: 2.6+ GHz Core 2 Duo Intel or equivalent AMD CPU Memory: 2 GB RAM Graphics: ATI Radeon HD 2900 XT, NVIDIA GeForce 8800 GT, or better recommended DirectX®: DirectX 9.0c August 2008 (included) Hard Drive: 15 GB Sound: DirectX 9.0c compatible	NA
Mass Effect 2 (2010) Edition	2362420	RPG	RPG, Action, Third-Person Shooter, Sci-fi, Space, Choices Matter, Story Rich, Singleplayer, Adventure, Cinematic, Romance, Third Person, Character Customization, Shooter, Atmospheric, Female Protagonist, Action RPG, Real-Time with Pause, Violent, Gore	50	58	0	NA	NA	NA	NA	NA	NA	NA	BioWare	Electronic Arts	15-May-2023	NA	OS: Windows 7 64bitProcessor: 1.8GHz Intel Core 2 Duo or equivalent AMD CPUMemory: 2 GB RAMGraphics: 256 MB (with Pixel Shader 3.0 support)DirectX: Version 9.0cStorage: 22 GB available spaceSound Card: DirectX 9.0c compatibleVR Support: NVIDIA GeForce 6800 or greater; ATI Radeon X1600 Pro or greater.Additional Notes: Please note that NVIDIA GeForce 7300, 8100, 8200, 8300, 8400, and 9300; ATI Radeon HD3200, and HD4350 are below minimum system requirements. Updates to your video and sound card drivers may be required. 	OS: Windows 7 64bitProcessor: 2.6+ GHz Core 2 Duo Intel or equivalent AMD CPUMemory: 2 GB RAMGraphics: ATI Radeon HD 2900 XT, NVIDIA GeForce 8800 GT, or better recommendedDirectX: Version 9.0cStorage: 22 GB available spaceSound Card: DirectX 9.0c compatible
Death to Spies: Moment of Truth	34410	Action	Action, Stealth, World War II, Third Person, Shooter, Singleplayer, Atmospheric	459	85.4	0	7	18	NA	NA	NA	NA	NA	Haggard Games	Fulqrum Publishing	07-Aug-2009	NA	                    OS: Windows XP SP3, Windows Vista SP1 \/ 7 \/ 8 \/ 8.1 \/ 10                     Processor: Intel Dual Core 2.0 GHz or AMD Athlon 4000+                     Memory: XP – 1 GB RAM, Vista – 2 GB RAM                     Graphics: 3D Hardware Accelerator Card Required – 100% DirectX 9.0c compatible 256 MB Video Memory. ATI Radeon X800, Nvidia Geforce 6800                     Hard Drive: 4.5 GB + 1 GB Swap File                     Sound: DirectX 9.0c compatible sound card                     	                    Processor:Intel Core 2 Duo 2.4 GHz or AMD Athlon Dual Core 5200+                     Memory:2 GB                      Graphics: 256 MB 3D Hardware Accelerator Card with Shader 3.0 support. ATI Radeon HD 3870, Nvidia Geforce 8800 GT                    NOTICE: Some 3D accelerator cards with the chipset listed here may not be compatible with the 3D acceleration features utilized by Death to Spies. Please refer to your hardware manufacturer for 100% DirectX compatibility.                     Supported Chipsets                    ATI RADEON X800, ATI RADEON X1300, ATI RADEON X1600, ATI RADEON X1900, ATI RADEON X1950, ATI RADEON HD 2400, ATI RADEON HD 2600, ATI RADEON HD 2900, ATI RADEON HD 3450, ATI RADEON HD 3850, ATI RADEON HD 3870, ATI RADEON HD 4850, NVIDIA GEFORCE 6800, NVIDIA GEFORCE 7300, NVIDIA GEFORCE 7600, NVIDIA GEFORCE 7800, NVIDIA GEFORCE 7900, NVIDIA GEFORCE 8400, NVIDIA GEFORCE 8500, NVIDIA GEFORCE 8600, NVIDIA GEFORCE 8800, NVIDIA GEFORCE 9600, NVIDIA GEFORCE 260 Supported Mobile Chipsets                     NVIDIA GEFORCE GO 7600 (XP Only), NVIDIA GEFORCE GO 7900, NVIDIA GEFORCE GO 7950, NVIDIA GEFORCE GO 8400
Arsenal of Democracy	42850	Strategy	Strategy, Grand Strategy, World War II, Historical	343	85.4	0	No time registered yet	No time registered yet	NA	NA	NA	NA	NA	BL-Logic	Paradox Interactive	23-Feb-2010	NA	OS: 2000\/XP or better Processor: 1.0GHz Athlon\/Pentium 3 or better Memory: 256MB RAM Hard Drive: 1.5GB free hard drive space Graphics: Windows\/DirectX Compatible videocard Sound: Windows\/DirectX compatible soundcard DirectX®: DirectX 9.0 or higher  	OS: 2000\/XP or better Processor: 1.6GHz Athlon\/Pentium 4 or better Memory: 512MB RAM Hard Drive: 2GB free hard drive space Graphics: Windows\/DirectX Compatible videocard Sound: Windows\/DirectX compatible soundcard DirectX®: DirectX 9.0 or higher
