Name	Positive_rating	Played_time..h.	Time_to_finish..h.	Developer	Release_date
STAR WARS™: X-Wing Special Edition	75.9	NA	28	Lucasfim	28-Apr-2015
STAR WARS™ Empire at War: Gold Pack	97.5	NA	23	Petroglyph	25-May-2010
STAR WARS™ Episode I Racer	87.1	NA	5	LucasArts	16-Nov-2018
STAR WARS™ Galactic Battlegrounds Saga	91.4	NA	39	Ensemble Studios	01-Mar-2016
STAR WARS™ Jedi Knight: Dark Forces II	78	NA	9	LucasArts	16-Sep-2009
STAR WARS™ Jedi Knight: Mysteries of the Sith™	66.4	NA	8	LucasArts	16-Sep-2009
STAR WARS™ Jedi Knight II: Jedi Outcast™	91.2	NA	13	Raven Software	16-Sep-2009
STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™	93.5	NA	31	Obsidian Entertainment, Aspyr (Mac, Linux, &amp; Windows Update)	23-Aug-2012
STAR WARS™ Rebellion	88.1	NA	17	Coolhand Interactive	01-Mar-2016
STAR WARS™ Republic Commando	95.7	NA	9	LucasArts	08-Jul-2009
STAR WARS™ Starfighter™	52.1	NA	4	LucasArts	08-Jul-2009
STAR WARS™ X-Wing vs TIE Fighter: Balance of Power Campaigns™	76.6	NA	NA	Totally Games	28-Apr-2015
State of Decay	84.5	NA	16	Undead Labs	05-Nov-2013
STCC: The Game	65.2	NA	No time registered yet	SimBin	22-Oct-2008
STCC II	90	NA	No time registered yet	SimBin	08-Apr-2011
SteamWorld Dig 2	95.8	NA	7	Image & Form Games	22-Sep-2017
Steel & Steam: Episode 1	32	NA	No time registered yet	Red Meat Games	16-Jul-2014
Steel Eagle	100	NA	NA	enrju	23-Jan-2018
Steel Storm: A.M.M.O.	0	NA	NA	Zeolite Studios Inc.	NA
Stick RPG 2	84.1	NA	4	XGen Studios	16-Jun-2014
Stigmatized Property | 事故物件	81.7	NA	1	Chilla's Art	25-Oct-2019
Stock Car Extreme	87.4	NA	No time registered yet	Reiza Studios	11-Feb-2015
StockUp	30.3	NA	No time registered yet	EcoGames	18-Sep-2017
Stories Untold	87.4	NA	3	No Code	27-Feb-2017
STORM: Frontline Nation	NA	NA	No time registered yet	Colossai Studio	10-Jun-2011
Storm United	53.6	NA	No time registered yet	PixelBeam	NA
Story Of the Survivor	58.3	NA	0	Kamil Szczepanik, Bartosz Zajkowski	16-Feb-2016
Street of Sanctuary VR	0	NA	NA	MoyeVR	14-Jan-2017
Struggling	86.1	NA	7	Chasing Rats Games	27-Aug-2020
SturmFront - The Mutant War: Übel Edition	89.1	NA	2	Andrade Games	11-Aug-2017
Sumoman	80.3	NA	0	Tequilabyte Studio	28-Mar-2017
Super Bit Blaster XL	95	NA	2	Adamvision Studios	16-Mar-2020
Super ComboMan: Smash Edition	27.3	NA	No time registered yet	Interabang Entertainment	22-Aug-2017
Super Cyborg	87.5	NA	2	Artur Games, Music by Darkman007	08-Jul-2015
Super Mega Baseball 3	91.1	NA	18	Metalhead Software Inc.	13-May-2020
Super Puzzle Platformer Deluxe	90.8	NA	5	Andrew Morrish	24-May-2013
Super Sportmatchen	72.2	NA	No time registered yet	Kaj Forell Video Game Brand	23-May-2018
Super Trench Attack!	91.6	NA	2	Retro Army Limited	24-Jul-2014
Supralympic Runners	100	NA	NA	Uranium Soda Studio	06-Feb-2019
Supreme Commander 2	88.1	NA	15	Gas Powered Games	01-Mar-2010
Survive in Space	69	NA	4	EGAMER	20-May-2016
Surviving Mars	84.7	NA	21	Haemimont Games, Abstraction	15-Mar-2018
Swag and Sorcery	53.8	NA	13	Lazy Bear Games, Uroboros Games	09-May-2019
Switchcars	90.4	NA	1	Altfuture	30-Apr-2021
Sword Legacy Omen	65.5	NA	12	Firecast Studio, Fableware Narrative Design	13-Aug-2018
Syberia 2	86.1	NA	7	Microids	19-May-2011
System Shock: Classic	NA	NA	13		NA
Tabletop Simulator	93.8	NA	5	Berserk Games	05-Jun-2015
Tales from Candlekeep: Tomb of Annihilation	69.7	NA	10	BKOM Studios	11-Oct-2017
Tales from the Borderlands	95.2	NA	11	Telltale Games	16-Feb-2021
Tales of Monkey Island: Chapter 1 - Launch of the Screaming Narwhal	88.9	NA	3	Telltale	07-Jul-2009
Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay	89.5	NA	3	Telltale	20-Aug-2009
Tales of Monkey Island: Chapter 3 - Lair of the Leviathan	91.7	NA	3	Telltale	29-Sep-2009
Tales of Monkey Island: Chapter 4 - The Trial and Execution of Guybrush Threepwood	80	NA	3	Telltale	30-Oct-2009
Tales of Monkey Island: Chapter 5 - Rise of the Pirate God	88.7	NA	3	Telltale	NA
Tales of Zestiria	81.6	NA	42	BANDAI NAMCO Studio Inc.	19-Oct-2015
Tank Slam	61.1	NA	0	Go All Games	27-Nov-2018
Team Fortress Classic	86.5	NA	19	Valve	01-Apr-1999
Teddy Floppy Ear - The Race	77.5	NA	3	Forever Entertainment S. A.	22-May-2015
Teenage Mutant Ninja Turtles: Out of the Shadows	54.6	NA	6		28-Aug-2013
Teeny Heist	14.3	NA	7	The Burning Red Design	11-Feb-2018
Tell Me Why	84.8	NA	10	DONTNOD Entertainment	27-Aug-2020
Telltale Texas Hold'Em	54.4	NA	1	Telltale	17-Jun-2008
Tengami	81	NA	1	Nyamyam	15-Jan-2015
Terminal Velocity	88.2	NA	5	Terminal Reality	05-May-2014
Tesla Effect	87.2	NA	11	Big Finish Games	08-May-2014
Texas Cheat'Em	100	NA	0	Wideload Games	10-Aug-2009
That Dragon, Cancer	90.6	NA	2	Numinous Games	11-Jan-2016
The Amazing Adventures of Ash - Afterparty	77.8	NA	NA	Z3roram Studios	21-Jan-2016
The Amazing Spider-Man	72.5	NA	9	Beenox	NA
The Amazing Spider-Man 2	66.9	NA	7	Beenox	NA
Theatre of War 2: Africa 1943	68.7	NA	8	Fulqrum Publishing	09-Jul-2010
The Awesome Adventures of Captain Spirit	92.7	NA	2	DONTNOD Entertainment	25-Jun-2018
The Baconing	77.8	NA	9	Hothead Games	31-Aug-2011
The Banner Saga 3	82	NA	10	Stoic	26-Jul-2018
The Bellows	64.3	NA	No time registered yet	Evan Davis, Bryce Davis, Gehrig Gosselin	NA
The Book of Unwritten Tales	91.4	NA	13	KING Art	31-Jul-2012
The Book of Unwritten Tales: The Critter Chronicles	84.4	NA	7	KING Art	05-Dec-2012
The Corporate Machine	60	NA	No time registered yet	Stardock Entertainment	25-Mar-2015
The Culling	57.2	NA	0	Xaviant	05-Oct-2017
The Curse of Monkey Island	97.4	NA	8	LucasArts	22-Mar-2018
The Darkness	18.2	NA	9	Ruaz.404	29-Dec-2017
The Darkness II	91.4	NA	6	Digital Extremes	09-Feb-2012
The Descendant	87.9	NA	6	Gaming Corps AB	24-Mar-2016
The Dig	91.9	NA	7	LucasArts	08-Jul-2009
The Dwarves	73.7	NA	8	KING Art	01-Dec-2016
The Elder Scrolls III: Morrowind	95.4	NA	44	Bethesda Game Studios	16-Jun-2009
The Elder Scrolls V: Skyrim Special Edition	91.5	NA	26	Bethesda Game Studios	27-Oct-2016
The Emerald Maiden: Symphony of Dreams	84.3	NA	2	Gogii Games	18-Feb-2016
The Emptiness Deluxe Edition	32.7	NA	3	Hooligans Entertainment	17-Apr-2015
The Fidelio Incident	77.8	NA	2	Act 3 Games, LLC	23-May-2017
The Fifth Expedition	63.2	NA	No time registered yet	Snapjaw Games GmbH	07-Apr-2016
The first thrust of God	13.5	NA	No time registered yet	Apillo	03-Jan-2018
The Golf Club™ 2019 Featuring PGA TOUR	75.5	NA	30	HB Studios Multimedia Ltd.	28-Aug-2018
The Great Art Race	70.5	NA	3	Ascaron Entertainment ltd.	NA
The Guilt and the Shadow	78.2	NA	2	oophok	02-Feb-2015
The Hex	94.1	NA	5	Daniel Mullins Games	16-Oct-2018
The Indie Mixtape	70.8	NA	2	Daniel Linssen, Detective, Ditto, Glitchnap, Shark Jump Studios	23-Apr-2015
The Ingenious Machine: New and Improved Edition	46.2	NA	No time registered yet	Sc0tt Games	NA
The Interactive Adventures of Dog Mendonça and Pizzaboy	78.2	NA	NA	OKAM Studio	03-Mar-2016
The I of the Dragon	67.2	NA	19	Primal	06-Mar-2015
The Journey Down: Chapter Three	91.9	NA	3	SkyGoblin	21-Sep-2017
The Lab	95.1	NA	1	Valve	05-Apr-2016
The Last Door - Collector's Edition	94.7	NA	4	The Game Kitchen	20-May-2014
The Last Leviathan	64.2	NA	No time registered yet	Super Punk Games	22-Jun-2016
The Last Remnant	81.3	NA	61	Square Enix	09-Apr-2009
The Legend of Korra™	82.2	NA	5	PlatinumGames	NA
The Letter	87.8	NA	No time registered yet	Yangyang Mobile	24-Jul-2017
The Lonely Gorilla	58.6	NA	NA	Funderground Games	16-Nov-2018
The Longest Journey	90.8	NA	18	Funcom	01-May-2007
The Momo Game	42.3	NA	1	Caffeine	16-Oct-2018
The Mysterious Cities of Gold - Secret Paths	72.8	NA	0	Neko Entertainment	20-Nov-2013
The Office Quest	93.7	NA	4	11Sheep	24-May-2018
The Outbound Ghost	68.2	NA	15	Conradical Games	20-Sep-2022
The Political Machine 2016	76.1	NA	1	Stardock Entertainment	04-Feb-2016
The Quivering	64.7	NA	9	Charybdis Ltd	28-Jan-2015
There Is No Light 616	NA	NA	No time registered yet		10-Nov-2021
The Retro Expansion	86.5	NA	No time registered yet	SimBin	23-Jun-2011
The Sands Whisper Your Name	100	NA	NA	NexyMedia	27-Nov-2014
The Secret of Monkey Island: Special Edition	95.4	NA	6	LucasArts	15-Jul-2009
The Secret Order 6: Bloodline	91.1	NA	2	Sunward Games	31-Aug-2017
The Secrets of The Forest	42.9	NA	No time registered yet	Tudo Rip Games	07-Apr-2018
The Ship Single Player	70.6	NA	3	Outerlight Ltd.	20-Nov-2006
The Ship Tutorial	NA	NA	NA		NA
The Signal From Tölva	67.6	NA	6	Big Robot Ltd	10-Apr-2017
The Silent Age	93.4	NA	3	House On Fire	29-May-2015
The Sims™ 4	86.9	NA	20	Maxis	18-Jun-2020
The Stanley Parable	92.4	NA	1	Galactic Cafe	17-Oct-2013
The Uncertain: Last Quiet Day	77.8	NA	3	New Game Order	22-Sep-2016
The UnderGarden	64	NA	5	Artech Studios	10-Nov-2010
THE VIDEOKID	94.3	NA	2	PixelTrip Studios	31-Jan-2017
The Walking Dead: A New Frontier	80.9	NA	8	Telltale Games	20-Dec-2016
The Walking Dead: Michonne	79	NA	4	Telltale Games	23-Feb-2016
The Walking Dead: Season Two	96.2	NA	9	Telltale Games	17-Dec-2013
The Walking Dead: The Final Season	94.6	NA	10	Telltale Games	13-Aug-2018
The Walking Dead: The Telltale Definitive Series	96	NA	41	Skybound Games	29-Oct-2020
The Way	84.2	NA	6	Puzzling Dream	20-May-2016
The Whispered World	NA	NA	10		NA
The Witcher: Enhanced Edition	88.6	NA	35	CD PROJEKT RED	16-Sep-2008
The Wolf Among Us	97.7	NA	9	Telltale	11-Oct-2013
The Wonderful End of the World	76.7	NA	2	Dejobaan Games, LLC	17-Jul-2008
TheWraithTrials	15.4	NA	No time registered yet	wraithgames	03-Apr-2018
The WTCC 2010 Pack	73.1	NA	NA	SimBin	20-May-2011
Thief: Deadly Shadows	81.9	NA	17	Ion Storm	29-Mar-2007
Thief Gold	92.3	NA	20	Looking Glass Studios	22-May-2012
Thief™ II: The Metal Age	94.3	NA	20	Looking Glass Studios	22-May-2012
Third Eye Crime	69.4	NA	5	Moonshot Games	23-Jul-2014
Thomas Was Alone	93.9	NA	4	Bithell Games	12-Nov-2012
Thunder Wolves	86.8	NA	4	Most Wanted Entertainment	15-May-2013
Ticket to Ride: First Journey	65.8	NA	1	Payoff Technologies	27-Sep-2017
Tidalis	65.2	NA	16	Arcen Games, LLC	16-Jul-2010
Time Gentlemen, Please!	80.6	NA	5	Size Five Games	25-Aug-2009
Timelines: Assault on America	47.1	NA	No time registered yet	4Flash Interactive	NA
TimeShift	78.4	NA	8	Saber Interactive	23-Jul-2009
Tiny Echo	87.2	NA	1	Might and Delight	31-Aug-2017
Titanfall® 2	94.8	NA	6	Respawn Entertainment	18-Jun-2020
Titanic: Adventure Out Of Time	87	NA	5	Cyberflix Incorporated	26-Apr-2018
Titan Souls	78.7	NA	3	Acid Nerve	14-Apr-2015
TMM: Entourage	50	NA	No time registered yet	Chocolate Ship Games	31-Aug-2017
Tobe's Vertical Adventure	59.8	NA	2	Secret Base	18-Jul-2011
Tomb Raider (VI): The Angel of Darkness	60.4	NA	NA	Core Design	28-Nov-2012
Tomb Raider: Anniversary	82.4	NA	12	Crystal Dynamics	05-Jun-2007
Tomb Raider: Chronicles	74.2	NA	11	Core Design	28-Nov-2012
Tomb Raider: Legend	88.2	NA	7	Crystal Dynamics	29-Mar-2007
Tomb Raider: The Last Revelation	86.5	NA	17	Core Design	28-Nov-2012
Tomb Raider: Underworld	76.2	NA	10	Crystal Dynamics	21-Nov-2008
Tomb Raider III: Adventures of Lara Croft	84.3	NA	19	Core Design	28-Nov-2012
Tom Clancy's Splinter Cell	87.6	NA	13	Ubisoft	01-Apr-2008
Tom Clancy's Splinter Cell: Chaos Theory	93.5	NA	13	Ubisoft Montreal	27-Aug-2009
Tom Clancy's Splinter Cell: Conviction	71.7	NA	7	Ubisoft Montreal	29-Apr-2010
Tom Clancy's Splinter Cell: Double Agent	39.1	NA	11	Ubisoft Montreal	13-Feb-2009
Tom Clancy's Splinter Cell Blacklist	82.3	NA	11	Ubisoft Toronto	22-Aug-2013
Torchlight	91.6	NA	14	Runic Games	27-Oct-2009
Toro	69.1	NA	No time registered yet	Recotechnology S.L.	26-Jan-2016
Total Extreme Wrestling 2010	78.5	NA	NA	Grey Dog Software	19-Mar-2015
Total Miner	73.5	NA	No time registered yet	Studio Forge Ltd	23-Dec-2017
Total Pro Golf 3	21.2	NA	No time registered yet	Wolverine Studios	NA
Town of Salem	88.8	NA	22	BlankMediaGames	15-Dec-2014
Towtruck Simulator 2015	17	NA	No time registered yet	United Independent Entertainment	11-Mar-2014
Toy Story Mania	55.8	NA	3	Papaya Studio	06-Oct-2014
TrackMania² Canyon	81.5	NA	13	Nadeo	27-Feb-2013
TrackMania² Stadium	88.7	NA	10	Nadeo	20-Jun-2013
TrackMania² Valley	80.1	NA	11	Nadeo	04-Jul-2013
Train Town	63.4	NA	No time registered yet	N3V Games	26-Aug-2014
Trainz: Classic Cabon City	33.3	NA	No time registered yet	N3V Games	01-Sep-2010
Trainz: Murchison 2	57.6	NA	No time registered yet	N3V Games	NA
Trainz: Settle & Carlisle	57.4	NA	No time registered yet	N3V Games	01-Oct-2010
Trainz Simulator 12	71.9	NA	No time registered yet	N3V Games	08-Jun-2011
Trainz Trouble	71.4	NA	No time registered yet	N3V Games	26-Aug-2014
TRANSFORMERS: BATTLEGROUNDS	82.9	NA	8	Coatsink	22-Oct-2020
Trash TV	88	NA	2	Lawrence Russell	23-Feb-2015
TRAUMA	68	NA	1	Krystian Majewski	08-Aug-2011
Trip In Another World	NA	NA	No time registered yet		16-Jun-2022
Trivia Vault: 1980's Trivia	59.6	NA	No time registered yet	Ripknot Systems	16-Aug-2017
Trivia Vault: 1980's Trivia 2	50.5	NA	No time registered yet	Ripknot Systems	22-Aug-2017
Trivia Vault: Classic Rock Trivia	58.9	NA	No time registered yet	Ripknot Systems	17-Aug-2017
Trivia Vault: Classic Rock Trivia 2	56.4	NA	No time registered yet	Ripknot Systems	23-Aug-2017
Trivia Vault: Health Trivia Deluxe	58.9	NA	No time registered yet	Ripknot Systems	23-Jan-2018
Trivia Vault: Hockey Trivia	57.5	NA	No time registered yet	Ripknot Systems	03-Apr-2018
Trivia Vault: Mini Mixed Trivia	55.8	NA	No time registered yet	Ripknot Systems	15-Sep-2017
Trivia Vault: Mini Mixed Trivia 2	56.8	NA	No time registered yet	Ripknot Systems	17-Sep-2017
Trivia Vault: Mini Mixed Trivia 3	56.6	NA	No time registered yet	Ripknot Systems	19-Sep-2017
Trivia Vault: Mini Mixed Trivia 4	51.7	NA	No time registered yet	Ripknot Systems	21-Sep-2017
Trivia Vault: Science & History Trivia	52.4	NA	No time registered yet	Ripknot Systems	14-Aug-2017
Trivia Vault: Science & History Trivia 2	53.6	NA	No time registered yet	Ripknot Systems	01-Sep-2017
Trivia Vault: Super Heroes Trivia	55.1	NA	No time registered yet	Ripknot Systems	15-Aug-2017
Trivia Vault: Super Heroes Trivia 2	57.5	NA	No time registered yet	Ripknot Systems	12-Sep-2017
Trivia Vault: Video Game Trivia Deluxe	50.6	NA	No time registered yet	Ripknot Systems	24-Oct-2017
Trivia Vault Basketball Trivia	56.9	NA	No time registered yet	Ripknot Systems	03-Mar-2018
Tropico 3 - Steam Special Edition	88.6	NA	25	Haemimont Games	13-Nov-2009
Tropico 3: Absolute Power	92.4	NA	15	Haemimont Games	17-May-2010
Trucks & Trailers	67.8	NA	8	SCS Software	04-Jun-2014
True Bliss	43	NA	No time registered yet	Artur Mandas	22-May-2015
Tsukumogami	63	NA	13	TORaIKI	31-May-2012
Twickles	93	NA	0	Neox Games	28-Sep-2017
Twilight Struggle	87.1	NA	1	Playdek, Inc.	13-Apr-2016
Twisted Lands Trilogy Collector's Edition	68.6	NA	8	Alawar	NA
Two Brothers	28	NA	38	Ackk Studios	03-Dec-2013
Two Worlds: Epic Edition	75.8	NA	22	Reality Pump Studios	30-Apr-2009
Two Worlds II HD - Shattered Embrace	27.8	NA	NA	Reality Pump Studios	06-Dec-2019
UFO: Afterlight	63.8	NA	33	Altar Games	06-Jan-2014
UFO: Afterlight - Old Version	NA	NA	NA		NA
UFO: Extraterrestrials Gold	76.9	NA	53	Chaos Concept	17-Feb-2010
Ultimate Epic Battle Simulator	75.8	NA	1	Brilliant Game Studios	01-Jun-2017
Ultimate Spider Hero	64.8	NA	0	For Kids	26-Jan-2018
UNCONSCIOUS	0	NA	NA	Wajdi Manai	NA
Universe at War: Earth Assault	NA	NA	15		NA
UnMetal	93.8	NA	10	@unepic_fran	28-Sep-2021
Unravel	91.1	NA	6	Coldwood Interactive	04-Jun-2020
Unravel Two	83.4	NA	5	Coldwood Interactive	04-Jun-2020
Unreal Gold	88.3	NA	12	Epic Games, Inc.	17-Mar-2008
Unreal II: The Awakening	69.5	NA	9	Epic Games, Inc.	17-Mar-2008
Unreal Tournament 3: Black Edition	88.5	NA	11	Epic Games, Inc.	05-Mar-2009
Unreal Tournament 2004	96.5	NA	15	Epic Games, Inc.	17-Mar-2008
Unreal Tournament: Game of the Year Edition	96.1	NA	11	Epic Games, Inc.	17-Mar-2008
Unstoppable Gorg	78	NA	4	Futuremark	19-Jan-2012
Uphill Skiing	84.6	NA	No time registered yet	Happy Hobgoblin	30-Jun-2017
Uplink	91.3	NA	8	Introversion Software	23-Aug-2006
Upwards, Lonely Robot	93.5	NA	2	Random Layers	10-Mar-2016
Urban Chaos	71.3	NA	15	Mucky Foot Productions Ltd, My Little Planet Ltd	15-Oct-2013
V-Rally 4	64.4	NA	25	KT Racing	25-Sep-2018
VASARA Collection	86.1	NA	1	QUByte Interactive	13-Aug-2019
Velvet Assassin	61.3	NA	10	Replay Studios	01-May-2009
Vertical Drop Heroes HD	80.9	NA	5	Nerdook Productions	25-Jul-2014
Vertiginous Golf	57.3	NA	2	Kinelco & Lone Elk Creative	06-May-2015
Vietcong	21.4	NA	8	Studio-Space RA	25-May-2018
Vigil: Blood Bitterness	20.7	NA	2	Freegamer	29-Jun-2007
Viking: Battle for Asgard	48.5	NA	13	Creative Assembly, PC Port - Hardlight	17-Oct-2012
Virus Z	58.7	NA	No time registered yet	Falco Software	23-Jul-2017
Viscera Cleanup Detail: Santa's Rampage	91.1	NA	2	RuneStorm	13-Dec-2013
Viscera Cleanup Detail: Shadow Warrior	80.3	NA	2	RuneStorm	11-Oct-2013
Visibility	60.2	NA	0	Zeritum	25-May-2015
Volleying	69.8	NA	No time registered yet	Gestalt Development Studio	15-May-2018
Volta-X	72.2	NA	No time registered yet	GungHo Online Entertainment America, Inc.	12-Aug-2020
Wacky Wheels	80.2	NA	1	Beavis Soft	05-May-2014
Wailing Heights	80.7	NA	5	Outsider Games	27-Apr-2016
Wallace & Gromit Ep 1: Fright of the Bumblebees	85.9	NA	3	Telltale	23-Mar-2009
Wallace & Gromit Ep 2: The Last Resort	NA	NA	2	Telltale Games	05-May-2009
Wallace & Gromit Ep 3: Muzzled!	NA	NA	2	Telltale Games	15-Jun-2009
Wallace & Gromit Ep 4: The Bogey Man	NA	NA	2	Telltale Games	30-Jul-2009
Warehouse and Logistics Simulator	36.9	NA	No time registered yet	app2fun	25-Feb-2014
Wargroove	84.4	NA	19	Chucklefish	01-Feb-2019
Warhammer 40,000: Dawn of War - Game of the Year Edition	95.2	NA	13	Relic Entertainment	07-Aug-2007
Warhammer 40,000: Dawn of War II	89.2	NA	15	Relic Entertainment, Feral Interactive (Mac\/Linux)	18-Feb-2009
Warhammer 40,000: Deathwatch - Enhanced Edition	69	NA	15	Rodeo Games	16-Oct-2015
Warhammer 40,000: Kill Team	56	NA	3	Nomad Games	22-May-2014
Warhammer 40,000: Regicide	68.4	NA	13	Hammerfall Publishing	08-Sep-2015
Warhammer 40,000: Sanctus Reach	85.6	NA	0	Straylight Entertainment	19-Jan-2017
Warhammer: Vermintide 2	84.5	NA	11	Fatshark	08-Mar-2018
Warlock's Citadel	87.5	NA	7	Byte-UP Co., ltd.	09-Oct-2015
War of the Roses	56.8	NA	8	Fatshark	NA
War of the Roses Balance Beta	NA	NA	NA		NA
Wasteland 1 - The Original Classic	79.3	NA	NA	inXile Entertainment	13-Nov-2013
WAVESHAPER	89.8	NA	No time registered yet	GAMES FOR HUMANS	03-May-2017
Weird Park Trilogy	93.3	NA	9	Alawar	NA
Weird Worlds: Return to Infinite Space	64.7	NA	1	Digital Eel	19-Mar-2013
We Were Here Together	85.5	NA	6	Total Mayhem Games	10-Oct-2019
Where is my Heart?	77.8	NA	2	Schulenburg Software	29-May-2014
White Day: A Labyrinth Named School	80.4	NA	9	SONNORI Corp	22-Aug-2017
Why War?	100	NA	NA	The Prime Movers	27-Feb-2018
Windscape	65.1	NA	0	Magic Sandbox	27-Mar-2019
Winter Break	100	NA	NA	RyseUp Studios	03-Jan-2020
Woodcutter Simulator 2013	26.2	NA	No time registered yet	United Independent Entertainment	19-Dec-2013
Wordle 2	82	NA	1	PreoNus Games	31-Aug-2020
Wordle 3	80.4	NA	2	PreoNus Games	06-Oct-2020
Word Rescue	69	NA	3	Redwood Games	05-May-2014
World of Mixed Martial Arts 3	70.7	NA	No time registered yet	Grey Dog Software	19-Mar-2015
World of Warships	80.7	NA	No time registered yet	Wargaming Group Limited	15-Nov-2017
World War 1 Centennial Edition	NA	NA	No time registered yet		NA
Worms	84.6	NA	3	Team17 Digital Ltd	19-Oct-2011
Worms Blast	55.8	NA	13	Team17 Digital Ltd	19-Oct-2011
Worms Crazy Golf	80.6	NA	4	Team17 Digital Ltd	19-Oct-2011
Worms Pinball	48.6	NA	No time registered yet	Team17 Digital Ltd	19-Oct-2011
Worms Rumble	63.9	NA	50	Team17 Digital	01-Dec-2020
Worms Ultimate Mayhem	87.9	NA	7	Team17 Digital Ltd	28-Sep-2011
WRC 5	65.8	NA	14	KT Racing	08-Oct-2015
WRC 6	66.3	NA	16	KT Racing	07-Oct-2016
Wrestling Spirit 3	45.5	NA	No time registered yet	Grey Dog Software	09-Dec-2015
WWE 2K15	67.8	NA	20	YUKE’S Co., Ltd.	NA
WWE 2K BATTLEGROUNDS	57.8	NA	8	Saber Interactive	17-Sep-2020
X-COM: Apocalypse	88.6	NA	29	MicroProse Software, Inc	04-Sep-2008
X-COM: Enforcer	54.9	NA	4	MicroProse Software, Inc	04-Sep-2008
X-COM: Interceptor	53.6	NA	1	MicroProse Software, Inc	04-Sep-2008
X-COM: Terror from the Deep	91.2	NA	31	MicroProse Software, Inc	04-May-2007
X-COM: UFO Defense	94.7	NA	38	MicroProse Software, Inc	04-Sep-2008
XCOM: Chimera Squad	72.5	NA	21	Firaxis Games	23-Apr-2020
XCOM: Enemy Unknown	94.4	NA	27	Firaxis Games, Feral Interactive (Linux)	11-Oct-2012
Xenophage	16.7	NA	1	Argo Games	05-May-2014
XIII - Classic	90.4	NA	9	Ubisoft Paris Studio	11-Jun-2020
Year Walk	91.2	NA	2	Simogo	06-Mar-2014
Yet another tower defence	64.7	NA	0	Fantasy Li	01-Nov-2018
Yoku's Island Express	96.1	NA	6	Villa Gorilla	29-May-2018
You have a drunk friend	63.8	NA	8	PhyzixMind	09-Nov-2018
You Must	77.5	NA	1	Thin_Line	03-Sep-2021
Your Doodles Are Bugged!	NA	NA	7		NA
Yu-Gi-Oh! Duel Links	83.9	NA	121	Konami Digital Entertainment	16-Nov-2017
Yu-Gi-Oh!  Master Duel	NA	NA	22		18-Jan-2022
Z.A.R.	67.1	NA	7	Maddox Games	01-May-2015
Z1 Battle Royale	55.5	NA	69	Daybreak Game Company	28-Feb-2018
Z: Escape	42.9	NA	No time registered yet	Ervenstar Games	29-May-2018
Zamarian	70.6	NA	No time registered yet	Quarter Pound Studios	22-Jan-2016
Zhulik.exe	74.7	NA	0	DarkDes Labs	27-Dec-2017
Zombie Bowl-O-Rama	86.5	NA	2	MumboJumbo	15-Oct-2009
Zombie Kill of the Week - Reborn	91.2	NA	3	Still Running	13-Mar-2015
Zombieland: Double Tap - Road Trip	58.8	NA	3	High Voltage Software	15-Oct-2019
Zombie Shooter	83.2	NA	2	Sigma Team Inc.	27-May-2009
Zone of Lacryma	82.8	NA	No time registered yet	oophok	23-Jul-2018
Zooicide	66.3	NA	No time registered yet	Evil Tortilla Games	30-Jun-2017
Zorya	73.3	NA	No time registered yet	MadLife Divertissement	08-Feb-2022
Zup! S	97.6	NA	1	Quiet River	15-Nov-2018
Zup! Zero 2	94.8	NA	1	Quiet River	11-Sep-2018
ВЗЛОМ ЖОПЫ	NA	NA	NA	Filasaf Games, V means Valentina Stepanovna	07-Feb-2020
妄想症 Deliver Me	88.2	NA	0	属音制作组	09-Aug-2018
文字三国	NA	NA	NA		14-Jul-2021
秦殇	76.8	NA	NA	北京目标在线科技有限公司	10-Jan-2022
贤者挽歌之马略卡协奏曲	100	NA	NA	魔力乐章	04-Jun-2018
